country,year,rural_pop_pct,gini_reported,q1,q2,q3,q4,q5,pop_gdp,population count,rural_pop,urban_pop,staple_demand,region_un,oecd_member,incomegroup,Area Code,Item Code,Item,Unit,Y2017,Y2021
Czechia,2017,0.0,24.5,10.3,14.7,17.9,22.2,35.0,32428.0,10641032.0,1.0,10641031.0,0.0,Europe,OECD,High income,167,7004,Cost of a healthy diet (PPP dollar per person per day),PPP dollar per person per day,2.81,3.13
Czechia,2017,0.0,24.5,10.3,14.7,17.9,22.2,35.0,32428.0,10641032.0,1.0,10641031.0,0.0,Europe,OECD,High income,167,7007,Cost of starchy staples,PPP dollar per person per day,0.3,0.44
Czechia,2017,0.0,24.5,10.3,14.7,17.9,22.2,35.0,32428.0,10641032.0,1.0,10641031.0,0.0,Europe,OECD,High income,167,7008,Cost of animal source foods,PPP dollar per person per day,0.7,0.79
Czechia,2017,0.0,24.5,10.3,14.7,17.9,22.2,35.0,32428.0,10641032.0,1.0,10641031.0,0.0,Europe,OECD,High income,167,7009,"Cost of legumes, nuts and seeds",PPP dollar per person per day,0.38,0.38
Czechia,2017,0.0,24.5,10.3,14.7,17.9,22.2,35.0,32428.0,10641032.0,1.0,10641031.0,0.0,Europe,OECD,High income,167,7010,Cost of vegetables,PPP dollar per person per day,0.76,0.78
Czechia,2017,0.0,24.5,10.3,14.7,17.9,22.2,35.0,32428.0,10641032.0,1.0,10641031.0,0.0,Europe,OECD,High income,167,7011,Cost of fruits,PPP dollar per person per day,0.69,0.65
Czechia,2017,0.0,24.5,10.3,14.7,17.9,22.2,35.0,32428.0,10641032.0,1.0,10641031.0,0.0,Europe,OECD,High income,167,7012,Cost of oils and fats,PPP dollar per person per day,0.08,0.09
Czechia,2017,0.0,24.5,10.3,14.7,17.9,22.2,35.0,32428.0,10641032.0,1.0,10641031.0,0.0,Europe,OECD,High income,167,7005,Percentage of the population unable to afford a healthy diet (percent),%,4.8,3.8
Czechia,2017,0.0,24.5,10.3,14.7,17.9,22.2,35.0,32428.0,10641032.0,1.0,10641031.0,0.0,Europe,OECD,High income,167,7006,Number of people unable to afford a healthy diet (million),million No,0.5,0.4
Denmark,2017,12.243,27.6,9.0,14.3,17.9,22.3,36.6,47539.0,5732277.0,701802.7,5030474.0,1.178480752,Europe,OECD,High income,54,7004,Cost of a healthy diet (PPP dollar per person per day),PPP dollar per person per day,2.2,2.49
Denmark,2017,12.243,27.6,9.0,14.3,17.9,22.3,36.6,47539.0,5732277.0,701802.7,5030474.0,1.178480752,Europe,OECD,High income,54,7007,Cost of starchy staples,PPP dollar per person per day,0.24,0.25
Denmark,2017,12.243,27.6,9.0,14.3,17.9,22.3,36.6,47539.0,5732277.0,701802.7,5030474.0,1.178480752,Europe,OECD,High income,54,7008,Cost of animal source foods,PPP dollar per person per day,0.5,0.63
Denmark,2017,12.243,27.6,9.0,14.3,17.9,22.3,36.6,47539.0,5732277.0,701802.7,5030474.0,1.178480752,Europe,OECD,High income,54,7009,"Cost of legumes, nuts and seeds",PPP dollar per person per day,0.26,0.3
Denmark,2017,12.243,27.6,9.0,14.3,17.9,22.3,36.6,47539.0,5732277.0,701802.7,5030474.0,1.178480752,Europe,OECD,High income,54,7010,Cost of vegetables,PPP dollar per person per day,0.78,0.66
Denmark,2017,12.243,27.6,9.0,14.3,17.9,22.3,36.6,47539.0,5732277.0,701802.7,5030474.0,1.178480752,Europe,OECD,High income,54,7011,Cost of fruits,PPP dollar per person per day,0.55,0.6
Denmark,2017,12.243,27.6,9.0,14.3,17.9,22.3,36.6,47539.0,5732277.0,701802.7,5030474.0,1.178480752,Europe,OECD,High income,54,7012,Cost of oils and fats,PPP dollar per person per day,0.05,0.06
Denmark,2017,12.243,27.6,9.0,14.3,17.9,22.3,36.6,47539.0,5732277.0,701802.7,5030474.0,1.178480752,Europe,OECD,High income,54,7005,Percentage of the population unable to afford a healthy diet (percent),%,0.9,0.8
Denmark,2017,12.243,27.6,9.0,14.3,17.9,22.3,36.6,47539.0,5732277.0,701802.7,5030474.0,1.178480752,Europe,OECD,High income,54,7006,Number of people unable to afford a healthy diet (million),million No,0.1,0.09
Djibouti,2017,22.352,41.59,5.4,10.42,15.05,21.54,47.59,,944100.0,211025.2,733075.0,1.534084066,Africa,Non-OECD,Lower middle income,72,7004,Cost of a healthy diet (PPP dollar per person per day),PPP dollar per person per day,2.79,3.27
Djibouti,2017,22.352,41.59,5.4,10.42,15.05,21.54,47.59,,944100.0,211025.2,733075.0,1.534084066,Africa,Non-OECD,Lower middle income,72,7007,Cost of starchy staples,PPP dollar per person per day,0.45,0.56
Djibouti,2017,22.352,41.59,5.4,10.42,15.05,21.54,47.59,,944100.0,211025.2,733075.0,1.534084066,Africa,Non-OECD,Lower middle income,72,7008,Cost of animal source foods,PPP dollar per person per day,0.99,1.33
Djibouti,2017,22.352,41.59,5.4,10.42,15.05,21.54,47.59,,944100.0,211025.2,733075.0,1.534084066,Africa,Non-OECD,Lower middle income,72,7009,"Cost of legumes, nuts and seeds",PPP dollar per person per day,0.16,0.21
Djibouti,2017,22.352,41.59,5.4,10.42,15.05,21.54,47.59,,944100.0,211025.2,733075.0,1.534084066,Africa,Non-OECD,Lower middle income,72,7010,Cost of vegetables,PPP dollar per person per day,0.53,0.61
Djibouti,2017,22.352,41.59,5.4,10.42,15.05,21.54,47.59,,944100.0,211025.2,733075.0,1.534084066,Africa,Non-OECD,Lower middle income,72,7011,Cost of fruits,PPP dollar per person per day,0.56,0.44
Djibouti,2017,22.352,41.59,5.4,10.42,15.05,21.54,47.59,,944100.0,211025.2,733075.0,1.534084066,Africa,Non-OECD,Lower middle income,72,7012,Cost of oils and fats,PPP dollar per person per day,0.11,0.13
Djibouti,2017,22.352,41.59,5.4,10.42,15.05,21.54,47.59,,944100.0,211025.2,733075.0,1.534084066,Africa,Non-OECD,Lower middle income,72,7005,Percentage of the population unable to afford a healthy diet (percent),%,54.5,52.7
Djibouti,2017,22.352,41.59,5.4,10.42,15.05,21.54,47.59,,944100.0,211025.2,733075.0,1.534084066,Africa,Non-OECD,Lower middle income,72,7006,Number of people unable to afford a healthy diet (million),million No,0.6,0.6
Dominican Republic,2017,19.723,44.1,5.4,9.8,14.1,20.3,50.4,14953.0,10513111.0,2073500.9,8439610.0,0.898573639,Americas,Non-OECD,Upper middle income,56,7004,Cost of a healthy diet (PPP dollar per person per day),PPP dollar per person per day,3.33,3.91
Dominican Republic,2017,19.723,44.1,5.4,9.8,14.1,20.3,50.4,14953.0,10513111.0,2073500.9,8439610.0,0.898573639,Americas,Non-OECD,Upper middle income,56,7007,Cost of starchy staples,PPP dollar per person per day,0.68,0.64
Dominican Republic,2017,19.723,44.1,5.4,9.8,14.1,20.3,50.4,14953.0,10513111.0,2073500.9,8439610.0,0.898573639,Americas,Non-OECD,Upper middle income,56,7008,Cost of animal source foods,PPP dollar per person per day,0.9,1.17
Dominican Republic,2017,19.723,44.1,5.4,9.8,14.1,20.3,50.4,14953.0,10513111.0,2073500.9,8439610.0,0.898573639,Americas,Non-OECD,Upper middle income,56,7009,"Cost of legumes, nuts and seeds",PPP dollar per person per day,0.36,0.49
Dominican Republic,2017,19.723,44.1,5.4,9.8,14.1,20.3,50.4,14953.0,10513111.0,2073500.9,8439610.0,0.898573639,Americas,Non-OECD,Upper middle income,56,7010,Cost of vegetables,PPP dollar per person per day,0.86,0.84
Dominican Republic,2017,19.723,44.1,5.4,9.8,14.1,20.3,50.4,14953.0,10513111.0,2073500.9,8439610.0,0.898573639,Americas,Non-OECD,Upper middle income,56,7011,Cost of fruits,PPP dollar per person per day,0.53,0.52
Dominican Republic,2017,19.723,44.1,5.4,9.8,14.1,20.3,50.4,14953.0,10513111.0,2073500.9,8439610.0,0.898573639,Americas,Non-OECD,Upper middle income,56,7012,Cost of oils and fats,PPP dollar per person per day,0.18,0.26
Dominican Republic,2017,19.723,44.1,5.4,9.8,14.1,20.3,50.4,14953.0,10513111.0,2073500.9,8439610.0,0.898573639,Americas,Non-OECD,Upper middle income,56,7005,Percentage of the population unable to afford a healthy diet (percent),%,26.9,26.1
Dominican Republic,2017,19.723,44.1,5.4,9.8,14.1,20.3,50.4,14953.0,10513111.0,2073500.9,8439610.0,0.898573639,Americas,Non-OECD,Upper middle income,56,7006,Number of people unable to afford a healthy diet (million),million No,2.9,2.9
Ecuador,2017,36.33,43.9675,4.9425,9.565,14.37,21.5,49.5925,10454.0,16785356.0,6098119.8,10687236.0,1.480304983,Americas,Non-OECD,Upper middle income,58,7004,Cost of a healthy diet (PPP dollar per person per day),PPP dollar per person per day,2.5,2.72
Ecuador,2017,36.33,43.9675,4.9425,9.565,14.37,21.5,49.5925,10454.0,16785356.0,6098119.8,10687236.0,1.480304983,Americas,Non-OECD,Upper middle income,58,7007,Cost of starchy staples,PPP dollar per person per day,0.81,0.68
Ecuador,2017,36.33,43.9675,4.9425,9.565,14.37,21.5,49.5925,10454.0,16785356.0,6098119.8,10687236.0,1.480304983,Americas,Non-OECD,Upper middle income,58,7008,Cost of animal source foods,PPP dollar per person per day,0.75,0.83
Ecuador,2017,36.33,43.9675,4.9425,9.565,14.37,21.5,49.5925,10454.0,16785356.0,6098119.8,10687236.0,1.480304983,Americas,Non-OECD,Upper middle income,58,7009,"Cost of legumes, nuts and seeds",PPP dollar per person per day,0.34,0.3
Ecuador,2017,36.33,43.9675,4.9425,9.565,14.37,21.5,49.5925,10454.0,16785356.0,6098119.8,10687236.0,1.480304983,Americas,Non-OECD,Upper middle income,58,7010,Cost of vegetables,PPP dollar per person per day,0.43,0.41
Ecuador,2017,36.33,43.9675,4.9425,9.565,14.37,21.5,49.5925,10454.0,16785356.0,6098119.8,10687236.0,1.480304983,Americas,Non-OECD,Upper middle income,58,7011,Cost of fruits,PPP dollar per person per day,0.33,0.35
Ecuador,2017,36.33,43.9675,4.9425,9.565,14.37,21.5,49.5925,10454.0,16785356.0,6098119.8,10687236.0,1.480304983,Americas,Non-OECD,Upper middle income,58,7012,Cost of oils and fats,PPP dollar per person per day,0.13,0.16
Ecuador,2017,36.33,43.9675,4.9425,9.565,14.37,21.5,49.5925,10454.0,16785356.0,6098119.8,10687236.0,1.480304983,Americas,Non-OECD,Upper middle income,58,7005,Percentage of the population unable to afford a healthy diet (percent),%,23.1,27.2
Ecuador,2017,36.33,43.9675,4.9425,9.565,14.37,21.5,49.5925,10454.0,16785356.0,6098119.8,10687236.0,1.480304983,Americas,Non-OECD,Upper middle income,58,7006,Number of people unable to afford a healthy diet (million),million No,3.9,4.8
Estonia,2017,31.283,31.6,7.1,12.5,17.7,24.2,38.6,29871.0,1319389.0,412744.5,906645.0,1.19268483,Europe,OECD,High income,63,7004,Cost of a healthy diet (PPP dollar per person per day),PPP dollar per person per day,3.14,3.41
Estonia,2017,31.283,31.6,7.1,12.5,17.7,24.2,38.6,29871.0,1319389.0,412744.5,906645.0,1.19268483,Europe,OECD,High income,63,7007,Cost of starchy staples,PPP dollar per person per day,0.33,0.36
Estonia,2017,31.283,31.6,7.1,12.5,17.7,24.2,38.6,29871.0,1319389.0,412744.5,906645.0,1.19268483,Europe,OECD,High income,63,7008,Cost of animal source foods,PPP dollar per person per day,0.75,0.75
Estonia,2017,31.283,31.6,7.1,12.5,17.7,24.2,38.6,29871.0,1319389.0,412744.5,906645.0,1.19268483,Europe,OECD,High income,63,7009,"Cost of legumes, nuts and seeds",PPP dollar per person per day,0.67,0.73
Estonia,2017,31.283,31.6,7.1,12.5,17.7,24.2,38.6,29871.0,1319389.0,412744.5,906645.0,1.19268483,Europe,OECD,High income,63,7010,Cost of vegetables,PPP dollar per person per day,0.54,0.83
Estonia,2017,31.283,31.6,7.1,12.5,17.7,24.2,38.6,29871.0,1319389.0,412744.5,906645.0,1.19268483,Europe,OECD,High income,63,7011,Cost of fruits,PPP dollar per person per day,0.74,0.65
Estonia,2017,31.283,31.6,7.1,12.5,17.7,24.2,38.6,29871.0,1319389.0,412744.5,906645.0,1.19268483,Europe,OECD,High income,63,7012,Cost of oils and fats,PPP dollar per person per day,0.08,0.09
Estonia,2017,31.283,31.6,7.1,12.5,17.7,24.2,38.6,29871.0,1319389.0,412744.5,906645.0,1.19268483,Europe,OECD,High income,63,7005,Percentage of the population unable to afford a healthy diet (percent),%,10.9,5.1
Estonia,2017,31.283,31.6,7.1,12.5,17.7,24.2,38.6,29871.0,1319389.0,412744.5,906645.0,1.19268483,Europe,OECD,High income,63,7006,Number of people unable to afford a healthy diet (million),million No,0.1,0.1
Finland,2017,14.675,25.950000000000003,9.735,7.2,9.0,11.2,35.735,41151.0,5511372.0,808793.8,4702578.0,1.036452637,Europe,OECD,High income,67,7004,Cost of a healthy diet (PPP dollar per person per day),PPP dollar per person per day,2.53,2.88
Finland,2017,14.675,25.950000000000003,9.735,7.2,9.0,11.2,35.735,41151.0,5511372.0,808793.8,4702578.0,1.036452637,Europe,OECD,High income,67,7007,Cost of starchy staples,PPP dollar per person per day,0.19,0.22
Finland,2017,14.675,25.950000000000003,9.735,7.2,9.0,11.2,35.735,41151.0,5511372.0,808793.8,4702578.0,1.036452637,Europe,OECD,High income,67,7008,Cost of animal source foods,PPP dollar per person per day,0.54,0.59
Finland,2017,14.675,25.950000000000003,9.735,7.2,9.0,11.2,35.735,41151.0,5511372.0,808793.8,4702578.0,1.036452637,Europe,OECD,High income,67,7009,"Cost of legumes, nuts and seeds",PPP dollar per person per day,0.41,0.48
Finland,2017,14.675,25.950000000000003,9.735,7.2,9.0,11.2,35.735,41151.0,5511372.0,808793.8,4702578.0,1.036452637,Europe,OECD,High income,67,7010,Cost of vegetables,PPP dollar per person per day,0.73,0.9
Finland,2017,14.675,25.950000000000003,9.735,7.2,9.0,11.2,35.735,41151.0,5511372.0,808793.8,4702578.0,1.036452637,Europe,OECD,High income,67,7011,Cost of fruits,PPP dollar per person per day,0.6,0.62
Finland,2017,14.675,25.950000000000003,9.735,7.2,9.0,11.2,35.735,41151.0,5511372.0,808793.8,4702578.0,1.036452637,Europe,OECD,High income,67,7012,Cost of oils and fats,PPP dollar per person per day,0.08,0.08
Finland,2017,14.675,25.950000000000003,9.735,7.2,9.0,11.2,35.735,41151.0,5511372.0,808793.8,4702578.0,1.036452637,Europe,OECD,High income,67,7005,Percentage of the population unable to afford a healthy diet (percent),%,1.0,0.8
Finland,2017,14.675,25.950000000000003,9.735,7.2,9.0,11.2,35.735,41151.0,5511372.0,808793.8,4702578.0,1.036452637,Europe,OECD,High income,67,7006,Number of people unable to afford a healthy diet (million),million No,0.1,0.09
France,2017,19.82,29.3,8.7,13.8,17.3,21.7,38.4,40171.0,64842512.0,12851785.9,51990726.0,1.219558057,Europe,OECD,High income,68,7004,Cost of a healthy diet (PPP dollar per person per day),PPP dollar per person per day,2.58,3.04
France,2017,19.82,29.3,8.7,13.8,17.3,21.7,38.4,40171.0,64842512.0,12851785.9,51990726.0,1.219558057,Europe,OECD,High income,68,7007,Cost of starchy staples,PPP dollar per person per day,0.25,0.3
France,2017,19.82,29.3,8.7,13.8,17.3,21.7,38.4,40171.0,64842512.0,12851785.9,51990726.0,1.219558057,Europe,OECD,High income,68,7008,Cost of animal source foods,PPP dollar per person per day,0.64,0.58
France,2017,19.82,29.3,8.7,13.8,17.3,21.7,38.4,40171.0,64842512.0,12851785.9,51990726.0,1.219558057,Europe,OECD,High income,68,7009,"Cost of legumes, nuts and seeds",PPP dollar per person per day,0.28,0.27
France,2017,19.82,29.3,8.7,13.8,17.3,21.7,38.4,40171.0,64842512.0,12851785.9,51990726.0,1.219558057,Europe,OECD,High income,68,7010,Cost of vegetables,PPP dollar per person per day,0.85,0.95
France,2017,19.82,29.3,8.7,13.8,17.3,21.7,38.4,40171.0,64842512.0,12851785.9,51990726.0,1.219558057,Europe,OECD,High income,68,7011,Cost of fruits,PPP dollar per person per day,0.86,0.88
France,2017,19.82,29.3,8.7,13.8,17.3,21.7,38.4,40171.0,64842512.0,12851785.9,51990726.0,1.219558057,Europe,OECD,High income,68,7012,Cost of oils and fats,PPP dollar per person per day,0.07,0.07
France,2017,19.82,29.3,8.7,13.8,17.3,21.7,38.4,40171.0,64842512.0,12851785.9,51990726.0,1.219558057,Europe,OECD,High income,68,7005,Percentage of the population unable to afford a healthy diet (percent),%,1.9,3.3
France,2017,19.82,29.3,8.7,13.8,17.3,21.7,38.4,40171.0,64842512.0,12851785.9,51990726.0,1.219558057,Europe,OECD,High income,68,7006,Number of people unable to afford a healthy diet (million),million No,1.2,2.2
Gabon,2017,11.024,38.02,6.05,10.85,15.74,23.0,44.37,16145.0,2064812.0,227624.9,1837187.0,0.0,Africa,Non-OECD,Upper middle income,74,7004,Cost of a healthy diet (PPP dollar per person per day),PPP dollar per person per day,3.25,3.61
Gabon,2017,11.024,38.02,6.05,10.85,15.74,23.0,44.37,16145.0,2064812.0,227624.9,1837187.0,0.0,Africa,Non-OECD,Upper middle income,74,7007,Cost of starchy staples,PPP dollar per person per day,0.55,0.59
Gabon,2017,11.024,38.02,6.05,10.85,15.74,23.0,44.37,16145.0,2064812.0,227624.9,1837187.0,0.0,Africa,Non-OECD,Upper middle income,74,7008,Cost of animal source foods,PPP dollar per person per day,0.73,1.02
Gabon,2017,11.024,38.02,6.05,10.85,15.74,23.0,44.37,16145.0,2064812.0,227624.9,1837187.0,0.0,Africa,Non-OECD,Upper middle income,74,7009,"Cost of legumes, nuts and seeds",PPP dollar per person per day,0.22,0.37
Gabon,2017,11.024,38.02,6.05,10.85,15.74,23.0,44.37,16145.0,2064812.0,227624.9,1837187.0,0.0,Africa,Non-OECD,Upper middle income,74,7010,Cost of vegetables,PPP dollar per person per day,1.17,1.03
Gabon,2017,11.024,38.02,6.05,10.85,15.74,23.0,44.37,16145.0,2064812.0,227624.9,1837187.0,0.0,Africa,Non-OECD,Upper middle income,74,7011,Cost of fruits,PPP dollar per person per day,0.57,0.45
Gabon,2017,11.024,38.02,6.05,10.85,15.74,23.0,44.37,16145.0,2064812.0,227624.9,1837187.0,0.0,Africa,Non-OECD,Upper middle income,74,7012,Cost of oils and fats,PPP dollar per person per day,0.11,0.14
Gabon,2017,11.024,38.02,6.05,10.85,15.74,23.0,44.37,16145.0,2064812.0,227624.9,1837187.0,0.0,Africa,Non-OECD,Upper middle income,74,7005,Percentage of the population unable to afford a healthy diet (percent),%,32.0,36.3
Gabon,2017,11.024,38.02,6.05,10.85,15.74,23.0,44.37,16145.0,2064812.0,227624.9,1837187.0,0.0,Africa,Non-OECD,Upper middle income,74,7006,Number of people unable to afford a healthy diet (million),million No,0.7,0.8
Germany,2017,22.739,29.1,8.4,13.6,17.7,22.8,37.5,45461.0,82658408.0,18795695.4,63862713.0,1.043096671,Europe,OECD,High income,79,7004,Cost of a healthy diet (PPP dollar per person per day),PPP dollar per person per day,2.64,3.1
Germany,2017,22.739,29.1,8.4,13.6,17.7,22.8,37.5,45461.0,82658408.0,18795695.4,63862713.0,1.043096671,Europe,OECD,High income,79,7007,Cost of starchy staples,PPP dollar per person per day,0.24,0.3
Germany,2017,22.739,29.1,8.4,13.6,17.7,22.8,37.5,45461.0,82658408.0,18795695.4,63862713.0,1.043096671,Europe,OECD,High income,79,7008,Cost of animal source foods,PPP dollar per person per day,0.67,0.66
Germany,2017,22.739,29.1,8.4,13.6,17.7,22.8,37.5,45461.0,82658408.0,18795695.4,63862713.0,1.043096671,Europe,OECD,High income,79,7009,"Cost of legumes, nuts and seeds",PPP dollar per person per day,0.3,0.32
Germany,2017,22.739,29.1,8.4,13.6,17.7,22.8,37.5,45461.0,82658408.0,18795695.4,63862713.0,1.043096671,Europe,OECD,High income,79,7010,Cost of vegetables,PPP dollar per person per day,0.82,0.86
Germany,2017,22.739,29.1,8.4,13.6,17.7,22.8,37.5,45461.0,82658408.0,18795695.4,63862713.0,1.043096671,Europe,OECD,High income,79,7011,Cost of fruits,PPP dollar per person per day,0.71,0.9
Germany,2017,22.739,29.1,8.4,13.6,17.7,22.8,37.5,45461.0,82658408.0,18795695.4,63862713.0,1.043096671,Europe,OECD,High income,79,7012,Cost of oils and fats,PPP dollar per person per day,0.05,0.07
Germany,2017,22.739,29.1,8.4,13.6,17.7,22.8,37.5,45461.0,82658408.0,18795695.4,63862713.0,1.043096671,Europe,OECD,High income,79,7005,Percentage of the population unable to afford a healthy diet (percent),%,3.5,2.5
Germany,2017,22.739,29.1,8.4,13.6,17.7,22.8,37.5,45461.0,82658408.0,18795695.4,63862713.0,1.043096671,Europe,OECD,High income,79,7006,Number of people unable to afford a healthy diet (million),million No,2.9,2.1
Ghana,2017,44.593,43.52,4.67,9.62,14.8,22.3,48.61,4051.0,29121464.0,12986134.4,16135330.0,0.941199853,Africa,Non-OECD,Lower middle income,81,7004,Cost of a healthy diet (PPP dollar per person per day),PPP dollar per person per day,3.45,3.89
Ghana,2017,44.593,43.52,4.67,9.62,14.8,22.3,48.61,4051.0,29121464.0,12986134.4,16135330.0,0.941199853,Africa,Non-OECD,Lower middle income,81,7007,Cost of starchy staples,PPP dollar per person per day,0.55,0.77
Ghana,2017,44.593,43.52,4.67,9.62,14.8,22.3,48.61,4051.0,29121464.0,12986134.4,16135330.0,0.941199853,Africa,Non-OECD,Lower middle income,81,7008,Cost of animal source foods,PPP dollar per person per day,1.23,1.6
Ghana,2017,44.593,43.52,4.67,9.62,14.8,22.3,48.61,4051.0,29121464.0,12986134.4,16135330.0,0.941199853,Africa,Non-OECD,Lower middle income,81,7009,"Cost of legumes, nuts and seeds",PPP dollar per person per day,0.17,0.44
Ghana,2017,44.593,43.52,4.67,9.62,14.8,22.3,48.61,4051.0,29121464.0,12986134.4,16135330.0,0.941199853,Africa,Non-OECD,Lower middle income,81,7010,Cost of vegetables,PPP dollar per person per day,1.26,0.51
Ghana,2017,44.593,43.52,4.67,9.62,14.8,22.3,48.61,4051.0,29121464.0,12986134.4,16135330.0,0.941199853,Africa,Non-OECD,Lower middle income,81,7011,Cost of fruits,PPP dollar per person per day,0.4,0.28
Ghana,2017,44.593,43.52,4.67,9.62,14.8,22.3,48.61,4051.0,29121464.0,12986134.4,16135330.0,0.941199853,Africa,Non-OECD,Lower middle income,81,7012,Cost of oils and fats,PPP dollar per person per day,0.15,0.29
Ghana,2017,44.593,43.52,4.67,9.62,14.8,22.3,48.61,4051.0,29121464.0,12986134.4,16135330.0,0.941199853,Africa,Non-OECD,Lower middle income,81,7005,Percentage of the population unable to afford a healthy diet (percent),%,65.2,62.7
Ghana,2017,44.593,43.52,4.67,9.62,14.8,22.3,48.61,4051.0,29121464.0,12986134.4,16135330.0,0.941199853,Africa,Non-OECD,Lower middle income,81,7006,Number of people unable to afford a healthy diet (million),million No,19.7,20.6
Greece,2017,21.276,33.4,6.6,12.8,17.3,23.2,40.1,25033.0,10569449.0,2248756.0,8320693.0,1.315344294,Europe,OECD,High income,84,7004,Cost of a healthy diet (PPP dollar per person per day),PPP dollar per person per day,2.93,3.25
Greece,2017,21.276,33.4,6.6,12.8,17.3,23.2,40.1,25033.0,10569449.0,2248756.0,8320693.0,1.315344294,Europe,OECD,High income,84,7007,Cost of starchy staples,PPP dollar per person per day,0.41,0.43
Greece,2017,21.276,33.4,6.6,12.8,17.3,23.2,40.1,25033.0,10569449.0,2248756.0,8320693.0,1.315344294,Europe,OECD,High income,84,7008,Cost of animal source foods,PPP dollar per person per day,0.8,0.9
Greece,2017,21.276,33.4,6.6,12.8,17.3,23.2,40.1,25033.0,10569449.0,2248756.0,8320693.0,1.315344294,Europe,OECD,High income,84,7009,"Cost of legumes, nuts and seeds",PPP dollar per person per day,0.41,0.33
Greece,2017,21.276,33.4,6.6,12.8,17.3,23.2,40.1,25033.0,10569449.0,2248756.0,8320693.0,1.315344294,Europe,OECD,High income,84,7010,Cost of vegetables,PPP dollar per person per day,0.74,0.8
Greece,2017,21.276,33.4,6.6,12.8,17.3,23.2,40.1,25033.0,10569449.0,2248756.0,8320693.0,1.315344294,Europe,OECD,High income,84,7011,Cost of fruits,PPP dollar per person per day,0.58,0.66
Greece,2017,21.276,33.4,6.6,12.8,17.3,23.2,40.1,25033.0,10569449.0,2248756.0,8320693.0,1.315344294,Europe,OECD,High income,84,7012,Cost of oils and fats,PPP dollar per person per day,0.1,0.13
Greece,2017,21.276,33.4,6.6,12.8,17.3,23.2,40.1,25033.0,10569449.0,2248756.0,8320693.0,1.315344294,Europe,OECD,High income,84,7005,Percentage of the population unable to afford a healthy diet (percent),%,30.8,21.0
Greece,2017,21.276,33.4,6.6,12.8,17.3,23.2,40.1,25033.0,10569449.0,2248756.0,8320693.0,1.315344294,Europe,OECD,High income,84,7006,Number of people unable to afford a healthy diet (million),million No,3.3,2.2
Honduras,2017,43.543,50.47,3.24,7.81,13.16,21.24,54.55,4469.0,9429016.0,4105676.4,5323340.0,1.266914917,Americas,Non-OECD,Lower middle income,95,7004,Cost of a healthy diet (PPP dollar per person per day),PPP dollar per person per day,3.63,3.89
Honduras,2017,43.543,50.47,3.24,7.81,13.16,21.24,54.55,4469.0,9429016.0,4105676.4,5323340.0,1.266914917,Americas,Non-OECD,Lower middle income,95,7007,Cost of starchy staples,PPP dollar per person per day,0.64,0.6
Honduras,2017,43.543,50.47,3.24,7.81,13.16,21.24,54.55,4469.0,9429016.0,4105676.4,5323340.0,1.266914917,Americas,Non-OECD,Lower middle income,95,7008,Cost of animal source foods,PPP dollar per person per day,1.08,1.08
Honduras,2017,43.543,50.47,3.24,7.81,13.16,21.24,54.55,4469.0,9429016.0,4105676.4,5323340.0,1.266914917,Americas,Non-OECD,Lower middle income,95,7009,"Cost of legumes, nuts and seeds",PPP dollar per person per day,0.23,0.35
Honduras,2017,43.543,50.47,3.24,7.81,13.16,21.24,54.55,4469.0,9429016.0,4105676.4,5323340.0,1.266914917,Americas,Non-OECD,Lower middle income,95,7010,Cost of vegetables,PPP dollar per person per day,0.68,0.79
Honduras,2017,43.543,50.47,3.24,7.81,13.16,21.24,54.55,4469.0,9429016.0,4105676.4,5323340.0,1.266914917,Americas,Non-OECD,Lower middle income,95,7011,Cost of fruits,PPP dollar per person per day,0.48,0.8
Honduras,2017,43.543,50.47,3.24,7.81,13.16,21.24,54.55,4469.0,9429016.0,4105676.4,5323340.0,1.266914917,Americas,Non-OECD,Lower middle income,95,7012,Cost of oils and fats,PPP dollar per person per day,0.25,0.27
Honduras,2017,43.543,50.47,3.24,7.81,13.16,21.24,54.55,4469.0,9429016.0,4105676.4,5323340.0,1.266914917,Americas,Non-OECD,Lower middle income,95,7005,Percentage of the population unable to afford a healthy diet (percent),%,39.8,38.9
Honduras,2017,43.543,50.47,3.24,7.81,13.16,21.24,54.55,4469.0,9429016.0,4105676.4,5323340.0,1.266914917,Americas,Non-OECD,Lower middle income,95,7006,Number of people unable to afford a healthy diet (million),million No,3.8,4.0
Hungary,2017,28.938,28.1,8.6,13.9,17.9,22.8,36.7,27021.0,9729822.0,2815615.9,6914206.0,0.0,Europe,OECD,High income,97,7004,Cost of a healthy diet (PPP dollar per person per day),PPP dollar per person per day,3.36,3.71
Hungary,2017,28.938,28.1,8.6,13.9,17.9,22.8,36.7,27021.0,9729822.0,2815615.9,6914206.0,0.0,Europe,OECD,High income,97,7007,Cost of starchy staples,PPP dollar per person per day,0.41,0.53
Hungary,2017,28.938,28.1,8.6,13.9,17.9,22.8,36.7,27021.0,9729822.0,2815615.9,6914206.0,0.0,Europe,OECD,High income,97,7008,Cost of animal source foods,PPP dollar per person per day,0.8,0.75
Hungary,2017,28.938,28.1,8.6,13.9,17.9,22.8,36.7,27021.0,9729822.0,2815615.9,6914206.0,0.0,Europe,OECD,High income,97,7009,"Cost of legumes, nuts and seeds",PPP dollar per person per day,0.42,0.48
