Indicator Name,Cancer Type,Year,Country Name,Region,Gender,Area,Numeric,Lower Confidence Limit,Upper Confidence Limit,Comment
"Overweight, adults aged 18+",,2022,Serbia,European Region,Males,,67.331475,61.249393,73.216873,
"Overweight, adults aged 18+",,2022,Serbia,European Region,Females,,40.925753,35.542852,46.38676,
"Overweight, adults aged 18+",,2022,Seychelles,African Region,Total,,60.768169,55.242944,66.074592,
"Overweight, adults aged 18+",,2022,Seychelles,African Region,Males,,52.832639,44.557798,60.999304,
"Overweight, adults aged 18+",,2022,Seychelles,African Region,Females,,69.505566,62.564749,76.13253,
"Overweight, adults aged 18+",,2022,Sierra Leone,African Region,Total,,22.813609,20.264515,25.480756,
"Overweight, adults aged 18+",,2022,Sierra Leone,African Region,Males,,13.253714,10.468278,16.219236,
"Overweight, adults aged 18+",,2022,Sierra Leone,African Region,Females,,32.163739,28.021896,36.573604,
"Overweight, adults aged 18+",,2022,Singapore,Western Pacific Region,Total,,40.734097,36.891535,44.549799,
"Overweight, adults aged 18+",,2022,Singapore,Western Pacific Region,Males,,46.995723,41.374204,52.639222,
"Overweight, adults aged 18+",,2022,Singapore,Western Pacific Region,Females,,33.486363,28.715912,38.57837,
"Overweight, adults aged 18+",,2022,Slovakia,European Region,Total,,60.556567,56.146139,64.885396,
"Overweight, adults aged 18+",,2022,Slovakia,European Region,Males,,72.010773,65.69497,77.969265,
"Overweight, adults aged 18+",,2022,Slovakia,European Region,Females,,48.815382,42.591307,55.329883,
"Overweight, adults aged 18+",,2022,Slovenia,European Region,Total,,54.84575,52.656049,57.024848,
"Overweight, adults aged 18+",,2022,Slovenia,European Region,Males,,65.84841,62.503201,69.057864,
"Overweight, adults aged 18+",,2022,Slovenia,European Region,Females,,42.626387,39.572313,45.684481,
"Overweight, adults aged 18+",,2022,Solomon Islands,Western Pacific Region,Total,,56.928372,52.212524,61.675125,
"Overweight, adults aged 18+",,2022,Solomon Islands,Western Pacific Region,Males,,53.420722,46.556646,60.525656,
"Overweight, adults aged 18+",,2022,Solomon Islands,Western Pacific Region,Females,,60.487711,53.872389,66.875702,
"Overweight, adults aged 18+",,2022,Somalia,Eastern Mediterranean Region,Total,,34.858164,28.518444,41.54821,
"Overweight, adults aged 18+",,2022,Somalia,Eastern Mediterranean Region,Males,,20.607403,12.925822,29.591072,
"Overweight, adults aged 18+",,2022,Somalia,Eastern Mediterranean Region,Females,,48.504433,38.469914,58.78033,
"Overweight, adults aged 18+",,2022,South Africa,African Region,Total,,55.045646,52.28824,57.760751,
"Overweight, adults aged 18+",,2022,South Africa,African Region,Males,,37.234062,32.945099,41.610137,
"Overweight, adults aged 18+",,2022,South Africa,African Region,Females,,71.28073,67.592514,74.783301,
"Overweight, adults aged 18+",,2022,South Sudan,African Region,Total,,24.199988,18.654636,30.084765,
"Overweight, adults aged 18+",,2022,South Sudan,African Region,Males,,17.634068,11.369617,25.472796,
"Overweight, adults aged 18+",,2022,South Sudan,African Region,Females,,30.238849,21.538523,39.558214,
"Overweight, adults aged 18+",,2022,South-East Asian Region,South-East Asia Region,Total,,31.245181,30.022544,32.493135,
"Overweight, adults aged 18+",,2022,South-East Asian Region,South-East Asia Region,Males,,27.453241,25.728241,29.28246,
"Overweight, adults aged 18+",,2022,South-East Asian Region,South-East Asia Region,Females,,35.07075,33.426866,36.783889,
"Overweight, adults aged 18+",,2022,Spain,European Region,Total,,49.895319,46.419978,53.32343,
"Overweight, adults aged 18+",,2022,Spain,European Region,Males,,59.927946,54.764456,64.815426,
"Overweight, adults aged 18+",,2022,Spain,European Region,Females,,39.837641,35.241395,44.528109,
"Overweight, adults aged 18+",,2022,Sri Lanka,South-East Asia Region,Total,,38.777649,36.154127,41.430864,
"Overweight, adults aged 18+",,2022,Sri Lanka,South-East Asia Region,Males,,31.106344,27.293015,34.97929,
"Overweight, adults aged 18+",,2022,Sri Lanka,South-East Asia Region,Females,,45.433196,41.704753,49.165374,
"Overweight, adults aged 18+",,2022,Sudan,Eastern Mediterranean Region,Total,,38.921124,34.924901,42.823935,
"Overweight, adults aged 18+",,2022,Sudan,Eastern Mediterranean Region,Males,,32.076532,26.608375,37.826455,
"Overweight, adults aged 18+",,2022,Sudan,Eastern Mediterranean Region,Females,,45.381576,39.774802,50.783271,
"Overweight, adults aged 18+",,2022,Suriname,Region of the Americas,Total,,58.120751,51.615024,64.507425,
"Overweight, adults aged 18+",,2022,Suriname,Region of the Americas,Males,,48.631418,38.972524,58.231246,
"Overweight, adults aged 18+",,2022,Suriname,Region of the Americas,Females,,67.199433,58.141071,75.670314,
"Overweight, adults aged 18+",,2022,Sweden,European Region,Total,,50.551963,46.442428,55.046362,
"Overweight, adults aged 18+",,2022,Sweden,European Region,Males,,59.624189,53.412372,66.095018,
"Overweight, adults aged 18+",,2022,Sweden,European Region,Females,,41.112795,35.379192,47.235048,
"Overweight, adults aged 18+",,2022,Switzerland,European Region,Total,,40.580547,37.668678,43.561623,
"Overweight, adults aged 18+",,2022,Switzerland,European Region,Males,,52.17225,48.683849,55.635297,
"Overweight, adults aged 18+",,2022,Switzerland,European Region,Females,,28.982803,24.429515,33.863324,
"Overweight, adults aged 18+",,2022,Syrian Arab Republic,Eastern Mediterranean Region,Total,,71.10666,64.333057,77.777308,
"Overweight, adults aged 18+",,2022,Syrian Arab Republic,Eastern Mediterranean Region,Males,,68.990004,58.851075,78.322196,
"Overweight, adults aged 18+",,2022,Syrian Arab Republic,Eastern Mediterranean Region,Females,,72.982621,63.262558,81.870025,
"Overweight, adults aged 18+",,2022,Tajikistan,European Region,Total,,58.846653,55.0273,62.525737,
"Overweight, adults aged 18+",,2022,Tajikistan,European Region,Males,,60.545748,54.065382,66.547585,
"Overweight, adults aged 18+",,2022,Tajikistan,European Region,Females,,57.006365,52.875268,61.251724,
"Overweight, adults aged 18+",,2022,Thailand,South-East Asia Region,Total,,45.680022,42.860827,48.459342,
"Overweight, adults aged 18+",,2022,Thailand,South-East Asia Region,Males,,41.407028,37.287983,45.5286,
"Overweight, adults aged 18+",,2022,Thailand,South-East Asia Region,Females,,49.540967,45.649305,53.277725,
"Overweight, adults aged 18+",,2022,Timor-Leste,South-East Asia Region,Total,,14.369877,12.015224,17.014015,
"Overweight, adults aged 18+",,2022,Timor-Leste,South-East Asia Region,Males,,11.557484,8.452531,15.047124,
"Overweight, adults aged 18+",,2022,Timor-Leste,South-East Asia Region,Females,,17.332128,13.674845,21.440089,
"Overweight, adults aged 18+",,2022,Togo,African Region,Total,,30.998108,28.569239,33.395165,
"Overweight, adults aged 18+",,2022,Togo,African Region,Males,,21.897419,18.694167,25.225511,
"Overweight, adults aged 18+",,2022,Togo,African Region,Females,,40.010554,36.501989,43.575165,
"Overweight, adults aged 18+",,2022,Tokelau,Western Pacific Region,Total,,90.204859,86.699528,93.13181,
"Overweight, adults aged 18+",,2022,Tokelau,Western Pacific Region,Males,,88.356978,82.834423,92.763412,
"Overweight, adults aged 18+",,2022,Tokelau,Western Pacific Region,Females,,91.80789,86.912239,95.490509,
"Overweight, adults aged 18+",,2022,Tonga,Western Pacific Region,Total,,90.392178,87.996519,92.60571,
"Overweight, adults aged 18+",,2022,Tonga,Western Pacific Region,Males,,86.40644,81.937635,90.360528,
"Overweight, adults aged 18+",,2022,Tonga,Western Pacific Region,Females,,93.964422,91.607124,95.938224,
"Overweight, adults aged 18+",,2022,Trinidad and Tobago,Region of the Americas,Total,,57.670635,52.727026,62.713802,
"Overweight, adults aged 18+",,2022,Trinidad and Tobago,Region of the Americas,Males,,52.995342,45.413235,60.333389,
"Overweight, adults aged 18+",,2022,Trinidad and Tobago,Region of the Americas,Females,,61.998856,55.330968,68.472147,
"Overweight, adults aged 18+",,2022,Tunisia,Eastern Mediterranean Region,Total,,57.368743,51.274139,63.453859,
"Overweight, adults aged 18+",,2022,Tunisia,Eastern Mediterranean Region,Males,,50.984132,41.959572,59.926909,
"Overweight, adults aged 18+",,2022,Tunisia,Eastern Mediterranean Region,Females,,63.292414,54.840052,71.216476,
"Overweight, adults aged 18+",,2022,Türkiye,European Region,Total,,67.568082,64.87627,70.301253,
"Overweight, adults aged 18+",,2022,Türkiye,European Region,Males,,65.15311,60.408682,69.773966,
"Overweight, adults aged 18+",,2022,Türkiye,European Region,Females,,69.711435,66.93092,72.49248,
"Overweight, adults aged 18+",,2022,Turkmenistan,European Region,Total,,56.983799,53.77239,60.156482,
"Overweight, adults aged 18+",,2022,Turkmenistan,European Region,Males,,59.713864,54.825914,64.519918,
"Overweight, adults aged 18+",,2022,Turkmenistan,European Region,Females,,54.125047,49.900666,58.425856,
"Overweight, adults aged 18+",,2022,Tuvalu,Western Pacific Region,Total,,85.771537,82.018292,89.105624,
"Overweight, adults aged 18+",,2022,Tuvalu,Western Pacific Region,Males,,82.520419,76.334292,87.80306,
"Overweight, adults aged 18+",,2022,Tuvalu,Western Pacific Region,Females,,88.800663,84.449834,92.596167,
"Overweight, adults aged 18+",,2022,Uganda,African Region,Total,,23.747538,21.853542,25.757954,
"Overweight, adults aged 18+",,2022,Uganda,African Region,Males,,15.520687,13.219498,18.093275,
"Overweight, adults aged 18+",,2022,Uganda,African Region,Females,,31.232637,28.288969,34.237355,
"Overweight, adults aged 18+",,2022,Ukraine,European Region,Total,,56.125659,52.82625,59.412354,
"Overweight, adults aged 18+",,2022,Ukraine,European Region,Males,,57.787788,52.791739,62.69381,
"Overweight, adults aged 18+",,2022,Ukraine,European Region,Females,,53.881705,49.648204,58.173597,
"Overweight, adults aged 18+",,2022,United Arab Emirates,Eastern Mediterranean Region,Total,,71.328771,67.503232,74.863166,
"Overweight, adults aged 18+",,2022,United Arab Emirates,Eastern Mediterranean Region,Males,,71.785384,66.593736,76.476622,
"Overweight, adults aged 18+",,2022,United Arab Emirates,Eastern Mediterranean Region,Females,,69.708806,65.219116,73.921996,
"Overweight, adults aged 18+",,2022,United Kingdom of Great Britain and Northern Ireland,European Region,Total,,61.42301,59.416676,63.335133,
"Overweight, adults aged 18+",,2022,United Kingdom of Great Britain and Northern Ireland,European Region,Males,,65.465891,62.653333,68.248427,
"Overweight, adults aged 18+",,2022,United Kingdom of Great Britain and Northern Ireland,European Region,Females,,57.523245,54.678434,60.232425,
"Overweight, adults aged 18+",,2022,United Republic of Tanzania,African Region,Total,,32.241756,28.424388,36.26245,
"Overweight, adults aged 18+",,2022,United Republic of Tanzania,African Region,Males,,23.127221,17.505391,29.575783,
"Overweight, adults aged 18+",,2022,United Republic of Tanzania,African Region,Females,,40.787727,35.712528,46.119279,
"Overweight, adults aged 18+",,2022,United States of America,Region of the Americas,Total,,72.43365,70.269614,74.569225,
"Overweight, adults aged 18+",,2022,United States of America,Region of the Americas,Males,,74.706805,71.480858,77.849287,
"Overweight, adults aged 18+",,2022,United States of America,Region of the Americas,Females,,70.251006,67.110604,73.321396,
"Overweight, adults aged 18+",,2022,Uruguay,Region of the Americas,Total,,67.59339,62.968493,72.216523,
"Overweight, adults aged 18+",,2022,Uruguay,Region of the Americas,Males,,70.11171,63.50019,76.560616,
"Overweight, adults aged 18+",,2022,Uruguay,Region of the Americas,Females,,65.01863,58.257002,71.425056,
"Overweight, adults aged 18+",,2022,Uzbekistan,European Region,Total,,62.463534,59.622228,65.222496,
"Overweight, adults aged 18+",,2022,Uzbekistan,European Region,Males,,60.57198,56.031418,65.012443,
"Overweight, adults aged 18+",,2022,Uzbekistan,European Region,Females,,63.889158,60.295421,67.457843,
"Overweight, adults aged 18+",,2022,Vanuatu,Western Pacific Region,Total,,51.320094,45.288461,57.144207,
"Overweight, adults aged 18+",,2022,Vanuatu,Western Pacific Region,Males,,45.467415,36.94734,54.253727,
"Overweight, adults aged 18+",,2022,Vanuatu,Western Pacific Region,Females,,57.053345,48.603156,65.286267,
"Overweight, adults aged 18+",,2022,Venezuela (Bolivarian Republic of),Region of the Americas,Total,,53.475863,50.234288,56.722873,
"Overweight, adults aged 18+",,2022,Venezuela (Bolivarian Republic of),Region of the Americas,Males,,52.657574,47.657108,57.495016,
"Overweight, adults aged 18+",,2022,Venezuela (Bolivarian Republic of),Region of the Americas,Females,,53.840858,49.67292,58.156455,
"Overweight, adults aged 18+",,2022,Viet Nam,Western Pacific Region,Total,,18.209158,16.39398,20.154566,
"Overweight, adults aged 18+",,2022,Viet Nam,Western Pacific Region,Males,,18.661775,15.76371,21.772157,
"Overweight, adults aged 18+",,2022,Viet Nam,Western Pacific Region,Females,,17.497066,15.083157,20.050472,
"Overweight, adults aged 18+",,2022,Western Pacific Region,Western Pacific Region,Total,,36.273602,34.714845,37.892675,
"Overweight, adults aged 18+",,2022,Western Pacific Region,Western Pacific Region,Males,,40.905294,38.471624,43.375701,
"Overweight, adults aged 18+",,2022,Western Pacific Region,Western Pacific Region,Females,,31.210563,29.23342,33.230683,
"Overweight, adults aged 18+",,2022,Yemen,Eastern Mediterranean Region,Total,,37.341782,31.775856,43.203977,
"Overweight, adults aged 18+",,2022,Yemen,Eastern Mediterranean Region,Males,,33.023107,24.601766,42.49976,
"Overweight, adults aged 18+",,2022,Yemen,Eastern Mediterranean Region,Females,,41.516906,34.701976,48.509952,
"Overweight, adults aged 18+",,2022,Zambia,African Region,Total,,29.904929,26.665118,33.243281,
"Overweight, adults aged 18+",,2022,Zambia,African Region,Males,,20.342983,16.046081,25.04788,
"Overweight, adults aged 18+",,2022,Zambia,African Region,Females,,38.477349,33.782294,43.442473,
"Overweight, adults aged 18+",,2022,Zimbabwe,African Region,Total,,34.462297,30.684936,38.364416,
"Overweight, adults aged 18+",,2022,Zimbabwe,African Region,Males,,19.584048,15.172872,24.587704,
"Overweight, adults aged 18+",,2022,Zimbabwe,African Region,Females,,46.169835,40.41152,52.121806,
"Obesity, adults aged 18+",,2022,,Global,Total,,15.785228,15.377496,16.184957,
"Obesity, adults aged 18+",,2022,,Global,Males,,13.608325,13.01288,14.216691,
"Obesity, adults aged 18+",,2022,,Global,Females,,17.905712,17.344564,18.479216,
"Obesity, adults aged 18+",,2022,Afghanistan,Eastern Mediterranean Region,Total,,19.222592,16.325082,22.203341,
"Obesity, adults aged 18+",,2022,Afghanistan,Eastern Mediterranean Region,Males,,14.504294,10.775104,18.363497,
"Obesity, adults aged 18+",,2022,Afghanistan,Eastern Mediterranean Region,Females,,23.718682,19.508322,28.398526,
"Obesity, adults aged 18+",,2022,African Region,African Region,Total,,12.084236,11.460928,12.73464,
"Obesity, adults aged 18+",,2022,African Region,African Region,Males,,6.838987,6.0547683,7.6584809,
"Obesity, adults aged 18+",,2022,African Region,African Region,Females,,17.030512,16.040027,18.041763,
"Obesity, adults aged 18+",,2022,Albania,European Region,Total,,23.360185,20.426992,26.483488,
"Obesity, adults aged 18+",,2022,Albania,European Region,Males,,21.383689,17.234512,26.008427,
"Obesity, adults aged 18+",,2022,Albania,European Region,Females,,25.196055,21.171814,29.452991,
"Obesity, adults aged 18+",,2022,Algeria,African Region,Total,,23.814993,20.506169,27.248347,
"Obesity, adults aged 18+",,2022,Algeria,African Region,Males,,15.5406,11.579656,20.024905,
"Obesity, adults aged 18+",,2022,Algeria,African Region,Females,,32.301944,27.139843,37.680864,
"Obesity, adults aged 18+",,2022,American Samoa,Western Pacific Region,Total,,75.205326,68.388021,81.176043,
"Obesity, adults aged 18+",,2022,American Samoa,Western Pacific Region,Males,,69.439846,58.428562,78.785026,
"Obesity, adults aged 18+",,2022,American Samoa,Western Pacific Region,Females,,80.390042,71.933454,87.72549,
"Obesity, adults aged 18+",,2022,Andorra,European Region,Total,,18.099177,12.861688,24.103172,
"Obesity, adults aged 18+",,2022,Andorra,European Region,Males,,20.458186,12.713978,29.615366,
"Obesity, adults aged 18+",,2022,Andorra,European Region,Females,,15.547015,9.2268869,23.30707,
"Obesity, adults aged 18+",,2022,Angola,African Region,Total,,11.473734,7.6272212,16.034757,
"Obesity, adults aged 18+",,2022,Angola,African Region,Males,,6.2656417,2.8683858,11.26668,
"Obesity, adults aged 18+",,2022,Angola,African Region,Females,,16.318549,9.9192761,24.199219,
"Obesity, adults aged 18+",,2022,Antigua and Barbuda,Region of the Americas,Total,,33.250901,23.446816,43.378276,
"Obesity, adults aged 18+",,2022,Antigua and Barbuda,Region of the Americas,Males,,23.756768,12.623139,37.427589,
"Obesity, adults aged 18+",,2022,Antigua and Barbuda,Region of the Americas,Females,,41.676244,26.781213,57.383502,
"Obesity, adults aged 18+",,2022,Argentina,Region of the Americas,Total,,35.355195,32.559884,38.153586,
"Obesity, adults aged 18+",,2022,Argentina,Region of the Americas,Males,,34.384483,30.314937,38.548666,
"Obesity, adults aged 18+",,2022,Argentina,Region of the Americas,Females,,36.269051,32.330129,40.144023,
"Obesity, adults aged 18+",,2022,Armenia,European Region,Total,,24.509035,21.270099,27.916792,
"Obesity, adults aged 18+",,2022,Armenia,European Region,Males,,18.979268,14.095305,24.54679,
"Obesity, adults aged 18+",,2022,Armenia,European Region,Females,,27.979723,23.971364,32.053572,
"Obesity, adults aged 18+",,2022,Australia,Western Pacific Region,Total,,30.243906,27.439785,33.223858,
"Obesity, adults aged 18+",,2022,Australia,Western Pacific Region,Males,,31.221771,27.013266,35.757801,
"Obesity, adults aged 18+",,2022,Australia,Western Pacific Region,Females,,29.284006,25.570744,33.233389,
"Obesity, adults aged 18+",,2022,Austria,European Region,Total,,15.367542,12.6672,18.307179,
"Obesity, adults aged 18+",,2022,Austria,European Region,Males,,18.450151,14.647363,22.728553,
"Obesity, adults aged 18+",,2022,Austria,European Region,Females,,12.257638,8.7162189,16.47917,
"Obesity, adults aged 18+",,2022,Azerbaijan,European Region,Total,,26.548883,23.206207,29.973379,
"Obesity, adults aged 18+",,2022,Azerbaijan,European Region,Males,,19.513287,14.988951,24.375677,
"Obesity, adults aged 18+",,2022,Azerbaijan,European Region,Females,,32.581338,28.050297,37.155378,
"Obesity, adults aged 18+",,2022,Bahamas,Region of the Americas,Total,,47.25754,43.422794,51.31222,
"Obesity, adults aged 18+",,2022,Bahamas,Region of the Americas,Males,,38.734406,32.846659,44.884109,
"Obesity, adults aged 18+",,2022,Bahamas,Region of the Americas,Females,,55.055839,49.530071,60.623723,
"Obesity, adults aged 18+",,2022,Bahrain,Eastern Mediterranean Region,Total,,36.126715,29.292864,43.300271,
"Obesity, adults aged 18+",,2022,Bahrain,Eastern Mediterranean Region,Males,,32.054067,23.205999,41.717473,
"Obesity, adults aged 18+",,2022,Bahrain,Eastern Mediterranean Region,Females,,43.090791,33.975163,52.768344,
"Obesity, adults aged 18+",,2022,Bangladesh,South-East Asia Region,Total,,5.303124,4.4872928,6.2112227,
"Obesity, adults aged 18+",,2022,Bangladesh,South-East Asia Region,Males,,2.9025421,2.101822,3.8971409,
"Obesity, adults aged 18+",,2022,Bangladesh,South-East Asia Region,Females,,7.5741924,6.1976764,9.1597289,
"Obesity, adults aged 18+",,2022,Barbados,Region of the Americas,Total,,38.024801,32.177332,44.258279,
"Obesity, adults aged 18+",,2022,Barbados,Region of the Americas,Males,,27.116168,19.239493,35.744053,
"Obesity, adults aged 18+",,2022,Barbados,Region of the Americas,Females,,48.071349,39.400887,56.793261,
"Obesity, adults aged 18+",,2022,Belarus,European Region,Total,,21.374618,19.208995,23.591891,
"Obesity, adults aged 18+",,2022,Belarus,European Region,Males,,19.264694,16.09647,22.613737,
"Obesity, adults aged 18+",,2022,Belarus,European Region,Females,,22.641641,19.670182,25.735602,
"Obesity, adults aged 18+",,2022,Belgium,European Region,Total,,20.025368,17.123592,23.160708,
"Obesity, adults aged 18+",,2022,Belgium,European Region,Males,,19.164315,15.265916,23.637415,
"Obesity, adults aged 18+",,2022,Belgium,European Region,Females,,20.887868,16.734998,25.365183,
"Obesity, adults aged 18+",,2022,Belize,Region of the Americas,Total,,42.322871,37.910983,46.71402,
"Obesity, adults aged 18+",,2022,Belize,Region of the Americas,Males,,32.72157,26.695585,39.17917,
"Obesity, adults aged 18+",,2022,Belize,Region of the Americas,Females,,51.842821,45.836401,57.75755,
"Obesity, adults aged 18+",,2022,Benin,African Region,Total,,11.165858,9.169095,13.417201,
"Obesity, adults aged 18+",,2022,Benin,African Region,Males,,7.1299814,4.5821588,10.394643,
"Obesity, adults aged 18+",,2022,Benin,African Region,Females,,14.995565,12.017731,18.229085,
"Obesity, adults aged 18+",,2022,Bermuda,Region of the Americas,Total,,32.989845,23.175138,43.296757,
"Obesity, adults aged 18+",,2022,Bermuda,Region of the Americas,Males,,23.831308,12.294201,37.923107,
"Obesity, adults aged 18+",,2022,Bermuda,Region of the Americas,Females,,41.657659,26.773894,57.388783,
"Obesity, adults aged 18+",,2022,Bhutan,South-East Asia Region,Total,,12.177311,10.242364,14.237449,
"Obesity, adults aged 18+",,2022,Bhutan,South-East Asia Region,Males,,9.2808254,6.8674043,12.021439,
"Obesity, adults aged 18+",,2022,Bhutan,South-East Asia Region,Females,,15.578482,12.53614,18.820266,
"Obesity, adults aged 18+",,2022,Bolivia (Plurinational State of),Region of the Americas,Total,,28.680372,25.425118,32.113373,
"Obesity, adults aged 18+",,2022,Bolivia (Plurinational State of),Region of the Americas,Males,,22.749583,18.317162,27.58697,
"Obesity, adults aged 18+",,2022,Bolivia (Plurinational State of),Region of the Americas,Females,,34.326112,29.62772,39.097342,
"Obesity, adults aged 18+",,2022,Bosnia and Herzegovina,European Region,Total,,21.193913,16.368474,26.434872,
"Obesity, adults aged 18+",,2022,Bosnia and Herzegovina,European Region,Males,,21.523194,14.672312,29.353994,
"Obesity, adults aged 18+",,2022,Bosnia and Herzegovina,European Region,Females,,20.634064,14.312556,27.649286,
"Obesity, adults aged 18+",,2022,Botswana,African Region,Total,,18.290879,14.738744,22.16673,
"Obesity, adults aged 18+",,2022,Botswana,African Region,Males,,8.4245875,5.1068049,12.817532,
"Obesity, adults aged 18+",,2022,Botswana,African Region,Females,,27.20921,21.374734,33.551297,
"Obesity, adults aged 18+",,2022,Brazil,Region of the Americas,Total,,28.141835,25.65771,30.641672,
"Obesity, adults aged 18+",,2022,Brazil,Region of the Americas,Males,,24.310401,20.708156,28.061855,
"Obesity, adults aged 18+",,2022,Brazil,Region of the Americas,Females,,31.667048,28.387439,35.094121,
"Obesity, adults aged 18+",,2022,Brunei Darussalam,Western Pacific Region,Total,,31.710672,27.406141,36.092505,
"Obesity, adults aged 18+",,2022,Brunei Darussalam,Western Pacific Region,Males,,30.029714,23.862213,36.508629,
"Obesity, adults aged 18+",,2022,Brunei Darussalam,Western Pacific Region,Females,,33.522162,27.62889,39.750114,
"Obesity, adults aged 18+",,2022,Bulgaria,European Region,Total,,20.587641,18.202686,23.090681,
"Obesity, adults aged 18+",,2022,Bulgaria,European Region,Males,,23.141469,19.440483,27.15593,
"Obesity, adults aged 18+",,2022,Bulgaria,European Region,Females,,17.876653,15.054671,21.001507,
"Obesity, adults aged 18+",,2022,Burkina Faso,African Region,Total,,6.7453086,5.6910332,7.8559577,
"Obesity, adults aged 18+",,2022,Burkina Faso,African Region,Males,,4.0103696,2.810063,5.5410966,
"Obesity, adults aged 18+",,2022,Burkina Faso,African Region,Females,,9.2728607,7.7164091,11.029741,
"Obesity, adults aged 18+",,2022,Burundi,African Region,Total,,5.0219052,2.9042555,8.369188,
"Obesity, adults aged 18+",,2022,Burundi,African Region,Males,,6.1150942,2.1368084,12.899192,
"Obesity, adults aged 18+",,2022,Burundi,African Region,Females,,4.0445022,2.6441729,5.7574004,
"Obesity, adults aged 18+",,2022,Cabo Verde,African Region,Total,,15.772428,13.608217,18.134947,
"Obesity, adults aged 18+",,2022,Cabo Verde,African Region,Males,,8.426626,6.2384501,10.954289,
"Obesity, adults aged 18+",,2022,Cabo Verde,African Region,Females,,22.917831,19.218564,26.741475,
"Obesity, adults aged 18+",,2022,Cambodia,Western Pacific Region,Total,,4.3638762,3.6521524,5.1954407,
"Obesity, adults aged 18+",,2022,Cambodia,Western Pacific Region,Males,,3.0371577,2.0824984,4.2134244,
"Obesity, adults aged 18+",,2022,Cambodia,Western Pacific Region,Females,,5.6380015,4.6398677,6.7472674,
"Obesity, adults aged 18+",,2022,Cameroon,African Region,Total,,14.882499,12.519592,17.475088,
"Obesity, adults aged 18+",,2022,Cameroon,African Region,Males,,9.2671372,6.0708214,13.016355,
"Obesity, adults aged 18+",,2022,Cameroon,African Region,Females,,20.378305,16.951278,23.93879,
"Obesity, adults aged 18+",,2022,Canada,Region of the Americas,Total,,26.227117,23.540746,28.926954,
"Obesity, adults aged 18+",,2022,Canada,Region of the Americas,Males,,27.568114,23.701774,31.801763,
"Obesity, adults aged 18+",,2022,Canada,Region of the Americas,Females,,24.894384,21.377771,28.496304,
"Obesity, adults aged 18+",,2022,Central African Republic,African Region,Total,,9.2961431,6.8573199,12.155843,
"Obesity, adults aged 18+",,2022,Central African Republic,African Region,Males,,6.0883269,3.6751833,9.2983596,
"Obesity, adults aged 18+",,2022,Central African Republic,African Region,Females,,12.289373,8.2867779,17.174093,
"Obesity, adults aged 18+",,2022,Chad,African Region,Total,,6.6922761,4.4612758,9.6415505,
"Obesity, adults aged 18+",,2022,Chad,African Region,Males,,7.4152559,3.4825869,13.093765,
"Obesity, adults aged 18+",,2022,Chad,African Region,Females,,6.0424827,4.0084857,8.6876705,
"Obesity, adults aged 18+",,2022,Chile,Region of the Americas,Total,,38.914612,34.824505,43.009195,
"Obesity, adults aged 18+",,2022,Chile,Region of the Americas,Males,,33.398509,27.529708,39.457104,
"Obesity, adults aged 18+",,2022,Chile,Region of the Americas,Females,,44.318092,38.769257,49.843159,
"Obesity, adults aged 18+",,2022,China,Western Pacific Region,Total,,8.2795262,7.2625645,9.399417,
"Obesity, adults aged 18+",,2022,China,Western Pacific Region,Males,,8.816541,7.2466865,10.594323,
"Obesity, adults aged 18+",,2022,China,Western Pacific Region,Females,,7.5998694,6.2764481,9.0097047,
"Obesity, adults aged 18+",,2022,Colombia,Region of the Americas,Total,,23.615474,21.093014,26.219398,
"Obesity, adults aged 18+",,2022,Colombia,Region of the Americas,Males,,17.904004,14.749435,21.316677,
"Obesity, adults aged 18+",,2022,Colombia,Region of the Americas,Females,,28.934464,25.040895,32.860157,
"Obesity, adults aged 18+",,2022,Comoros,African Region,Total,,16.277736,12.847728,20.048524,
"Obesity, adults aged 18+",,2022,Comoros,African Region,Males,,8.0247007,4.7174815,12.600705,
"Obesity, adults aged 18+",,2022,Comoros,African Region,Females,,24.548584,18.858965,30.927604,
"Obesity, adults aged 18+",,2022,Congo,African Region,Total,,8.5372791,6.2238634,11.223648,
"Obesity, adults aged 18+",,2022,Congo,African Region,Males,,4.1912563,2.1082539,7.3223405,
"Obesity, adults aged 18+",,2022,Congo,African Region,Females,,12.758382,8.7931618,17.32605,
"Obesity, adults aged 18+",,2022,Cook Islands,Western Pacific Region,Total,,68.923724,63.135147,74.250907,
"Obesity, adults aged 18+",,2022,Cook Islands,Western Pacific Region,Males,,65.270954,56.210822,73.670387,
"Obesity, adults aged 18+",,2022,Cook Islands,Western Pacific Region,Females,,71.989959,64.452869,78.860176,
"Obesity, adults aged 18+",,2022,Costa Rica,Region of the Americas,Total,,31.387609,27.250388,35.773054,
"Obesity, adults aged 18+",,2022,Costa Rica,Region of the Americas,Males,,24.845622,19.079322,30.943272,
"Obesity, adults aged 18+",,2022,Costa Rica,Region of the Americas,Females,,37.745804,31.94643,43.711996,
"Obesity, adults aged 18+",,2022,Côte d'Ivoire,African Region,Total,,11.643035,9.2392221,14.55285,
"Obesity, adults aged 18+",,2022,Côte d'Ivoire,African Region,Males,,7.6851584,4.091521,12.606414,
"Obesity, adults aged 18+",,2022,Côte d'Ivoire,African Region,Females,,15.721627,12.818751,18.996188,
"Obesity, adults aged 18+",,2022,Croatia,European Region,Total,,30.616584,27.409253,33.790264,
