Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","124","Canada","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2018","2018","million No","1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","124","Canada","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2019","2019","million No","1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","124","Canada","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2020","2020","million No","1.2","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","124","Canada","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2021","2021","million No","1.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","124","Canada","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","million No","1.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","136","Cayman Islands","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2017","2017","PPP dollar per person per day","3.58","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","136","Cayman Islands","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2018","2018","PPP dollar per person per day","3.52","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","136","Cayman Islands","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2019","2019","PPP dollar per person per day","3.32","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","136","Cayman Islands","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2020","2020","PPP dollar per person per day","3.56","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","136","Cayman Islands","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2021","2021","PPP dollar per person per day","3.72","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","136","Cayman Islands","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2022","2022","PPP dollar per person per day","3.83","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","136","Cayman Islands","6226","Value","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.56","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","136","Cayman Islands","6226","Value","7007","Cost of starchy staples","2021","2021","PPP dollar per person per day","0.7","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","136","Cayman Islands","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.58","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","136","Cayman Islands","6226","Value","7008","Cost of animal source foods","2021","2021","PPP dollar per person per day","0.67","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","136","Cayman Islands","6226","Value","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.26","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","136","Cayman Islands","6226","Value","7009","Cost of legumes, nuts and seeds","2021","2021","PPP dollar per person per day","0.32","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","136","Cayman Islands","6226","Value","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","0.75","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","136","Cayman Islands","6226","Value","7010","Cost of vegetables","2021","2021","PPP dollar per person per day","0.81","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","136","Cayman Islands","6226","Value","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.65","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","136","Cayman Islands","6226","Value","7011","Cost of fruits","2021","2021","PPP dollar per person per day","1.09","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","136","Cayman Islands","6226","Value","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.13","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","136","Cayman Islands","6226","Value","7012","Cost of oils and fats","2021","2021","PPP dollar per person per day","0.13","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","136","Cayman Islands","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2017","2017","%","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","136","Cayman Islands","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2018","2018","%","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","136","Cayman Islands","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2019","2019","%","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","136","Cayman Islands","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2020","2020","%","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","136","Cayman Islands","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2021","2021","%","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","136","Cayman Islands","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2022","2022","%","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","136","Cayman Islands","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2017","2017","million No","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","136","Cayman Islands","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2018","2018","million No","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","136","Cayman Islands","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2019","2019","million No","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","136","Cayman Islands","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2020","2020","million No","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","136","Cayman Islands","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2021","2021","million No","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","136","Cayman Islands","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","million No","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","140","Central African Republic","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2017","2017","PPP dollar per person per day","2.96","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","140","Central African Republic","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2018","2018","PPP dollar per person per day","3.03","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","140","Central African Republic","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2019","2019","PPP dollar per person per day","3.08","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","140","Central African Republic","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2020","2020","PPP dollar per person per day","3.12","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","140","Central African Republic","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2021","2021","PPP dollar per person per day","3.27","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","140","Central African Republic","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2022","2022","PPP dollar per person per day","3.53","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","140","Central African Republic","6226","Value","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.53","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","140","Central African Republic","6226","Value","7007","Cost of starchy staples","2021","2021","PPP dollar per person per day","0.56","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","140","Central African Republic","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","1.28","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","140","Central African Republic","6226","Value","7008","Cost of animal source foods","2021","2021","PPP dollar per person per day","1.33","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","140","Central African Republic","6226","Value","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.14","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","140","Central African Republic","6226","Value","7009","Cost of legumes, nuts and seeds","2021","2021","PPP dollar per person per day","0.2","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","140","Central African Republic","6226","Value","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","0.95","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","140","Central African Republic","6226","Value","7010","Cost of vegetables","2021","2021","PPP dollar per person per day","0.84","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","140","Central African Republic","6226","Value","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.34","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","140","Central African Republic","6226","Value","7011","Cost of fruits","2021","2021","PPP dollar per person per day","0.21","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","140","Central African Republic","6226","Value","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.17","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","140","Central African Republic","6226","Value","7012","Cost of oils and fats","2021","2021","PPP dollar per person per day","0.13","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","140","Central African Republic","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2017","2017","%","86.9","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","140","Central African Republic","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2018","2018","%","86.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","140","Central African Republic","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2019","2019","%","85.7","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","140","Central African Republic","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2020","2020","%","86.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","140","Central African Republic","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2021","2021","%","86.5","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","140","Central African Republic","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2022","2022","%","86.7","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","140","Central African Republic","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2017","2017","million No","4.3","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","140","Central African Republic","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2018","2018","million No","4.4","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","140","Central African Republic","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2019","2019","million No","4.5","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","140","Central African Republic","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2020","2020","million No","4.6","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","140","Central African Republic","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2021","2021","million No","4.7","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","140","Central African Republic","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","million No","4.8","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","148","Chad","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2017","2017","PPP dollar per person per day","2.75","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","148","Chad","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2018","2018","PPP dollar per person per day","2.66","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","148","Chad","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2019","2019","PPP dollar per person per day","2.59","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","148","Chad","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2020","2020","PPP dollar per person per day","2.74","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","148","Chad","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2021","2021","PPP dollar per person per day","2.86","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","148","Chad","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2022","2022","PPP dollar per person per day","3.27","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","148","Chad","6226","Value","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.5","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","148","Chad","6226","Value","7007","Cost of starchy staples","2021","2021","PPP dollar per person per day","0.76","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","148","Chad","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.88","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","148","Chad","6226","Value","7008","Cost of animal source foods","2021","2021","PPP dollar per person per day","0.91","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","148","Chad","6226","Value","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.19","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","148","Chad","6226","Value","7009","Cost of legumes, nuts and seeds","2021","2021","PPP dollar per person per day","0.35","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","148","Chad","6226","Value","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","0.7","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","148","Chad","6226","Value","7010","Cost of vegetables","2021","2021","PPP dollar per person per day","0.4","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","148","Chad","6226","Value","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.39","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","148","Chad","6226","Value","7011","Cost of fruits","2021","2021","PPP dollar per person per day","0.26","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","148","Chad","6226","Value","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.17","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","148","Chad","6226","Value","7012","Cost of oils and fats","2021","2021","PPP dollar per person per day","0.18","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","148","Chad","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2017","2017","%","63","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","148","Chad","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2018","2018","%","60.4","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","148","Chad","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2019","2019","%","57.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","148","Chad","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2020","2020","%","59.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","148","Chad","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2021","2021","%","59","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","148","Chad","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2022","2022","%","60.8","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","148","Chad","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2017","2017","million No","9.5","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","148","Chad","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2018","2018","million No","9.4","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","148","Chad","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2019","2019","million No","9.2","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","148","Chad","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2020","2020","million No","9.8","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","148","Chad","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2021","2021","million No","10.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","148","Chad","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","million No","10.8","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","152","Chile","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2017","2017","PPP dollar per person per day","3.38","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","152","Chile","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2018","2018","PPP dollar per person per day","3.52","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","152","Chile","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2019","2019","PPP dollar per person per day","3.66","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","152","Chile","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2020","2020","PPP dollar per person per day","3.79","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","152","Chile","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2021","2021","PPP dollar per person per day","3.86","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","152","Chile","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2022","2022","PPP dollar per person per day","4.54","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","152","Chile","6226","Value","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.35","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","152","Chile","6226","Value","7007","Cost of starchy staples","2021","2021","PPP dollar per person per day","0.58","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","152","Chile","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.76","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","152","Chile","6226","Value","7008","Cost of animal source foods","2021","2021","PPP dollar per person per day","0.8","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","152","Chile","6226","Value","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.26","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","152","Chile","6226","Value","7009","Cost of legumes, nuts and seeds","2021","2021","PPP dollar per person per day","0.41","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","152","Chile","6226","Value","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","0.94","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","152","Chile","6226","Value","7010","Cost of vegetables","2021","2021","PPP dollar per person per day","1.05","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","152","Chile","6226","Value","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.62","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","152","Chile","6226","Value","7011","Cost of fruits","2021","2021","PPP dollar per person per day","0.75","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","152","Chile","6226","Value","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.12","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","152","Chile","6226","Value","7012","Cost of oils and fats","2021","2021","PPP dollar per person per day","0.27","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","152","Chile","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2017","2017","%","48.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","152","Chile","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2018","2018","%","46.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","152","Chile","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2019","2019","%","46","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","152","Chile","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2020","2020","%","50.3","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","152","Chile","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2021","2021","%","42.5","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","152","Chile","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2022","2022","%","40.4","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","152","Chile","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2017","2017","million No","8.8","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","152","Chile","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2018","2018","million No","8.6","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","152","Chile","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2019","2019","million No","8.8","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","152","Chile","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2020","2020","million No","9.7","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","152","Chile","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2021","2021","million No","8.3","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","152","Chile","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","million No","7.9","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","344","China, Hong Kong SAR","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2017","2017","PPP dollar per person per day","3.64","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","344","China, Hong Kong SAR","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2018","2018","PPP dollar per person per day","3.81","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","344","China, Hong Kong SAR","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2019","2019","PPP dollar per person per day","3.93","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","344","China, Hong Kong SAR","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2020","2020","PPP dollar per person per day","4.13","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","344","China, Hong Kong SAR","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2021","2021","PPP dollar per person per day","4.43","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","344","China, Hong Kong SAR","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2022","2022","PPP dollar per person per day","4.88","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","344","China, Hong Kong SAR","6226","Value","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.74","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","344","China, Hong Kong SAR","6226","Value","7007","Cost of starchy staples","2021","2021","PPP dollar per person per day","0.86","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","344","China, Hong Kong SAR","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","1.03","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","344","China, Hong Kong SAR","6226","Value","7008","Cost of animal source foods","2021","2021","PPP dollar per person per day","1.21","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","344","China, Hong Kong SAR","6226","Value","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.3","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","344","China, Hong Kong SAR","6226","Value","7009","Cost of legumes, nuts and seeds","2021","2021","PPP dollar per person per day","0.34","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","344","China, Hong Kong SAR","6226","Value","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","0.74","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","344","China, Hong Kong SAR","6226","Value","7010","Cost of vegetables","2021","2021","PPP dollar per person per day","0.96","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","344","China, Hong Kong SAR","6226","Value","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.67","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","344","China, Hong Kong SAR","6226","Value","7011","Cost of fruits","2021","2021","PPP dollar per person per day","0.86","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","344","China, Hong Kong SAR","6226","Value","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.16","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","344","China, Hong Kong SAR","6226","Value","7012","Cost of oils and fats","2021","2021","PPP dollar per person per day","0.2","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","344","China, Hong Kong SAR","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2017","2017","%","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","344","China, Hong Kong SAR","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2018","2018","%","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","344","China, Hong Kong SAR","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2019","2019","%","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","344","China, Hong Kong SAR","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2020","2020","%","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","344","China, Hong Kong SAR","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2021","2021","%","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","344","China, Hong Kong SAR","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2022","2022","%","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","344","China, Hong Kong SAR","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2017","2017","million No","","O","Missing value"
